occupied_area,occupancy_pct,vacant_area,vacancy_pct,total_area,total_monthly_rent,total_annual_rent,number_of_leases,number_vacant_units,avg_monthly_rent_per_sf,avg_annual_rent_per_sf
239195.0,88.56,30910.0,11.44,270105.0,223646.31,0,21,4,0.93,0.0
