occupied_area,occupancy_pct,vacant_area,vacancy_pct,total_area,total_monthly_rent,total_annual_rent,number_of_leases,number_vacant_units,avg_monthly_rent_per_sf,avg_annual_rent_per_sf
326695.0,93.43,22965.0,6.57,349660.0,327567.05,0,33,7,1.0,0.0
