occupied_area,occupancy_pct,vacant_area,vacancy_pct,total_area,total_monthly_rent,total_annual_rent,number_of_leases,number_vacant_units,avg_monthly_rent_per_sf,avg_annual_rent_per_sf
151016.0,100.0,0.0,0.0,151016.0,219170.27,0,15,1,1.45,0.0
