occupied_area,occupancy_pct,vacant_area,vacancy_pct,total_area,total_monthly_rent,total_annual_rent,number_of_leases,number_vacant_units,avg_monthly_rent_per_sf,avg_annual_rent_per_sf
219905.0,100.0,0.0,0.0,219905.0,324666.28,0,37,0,1.48,0.0
